Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1,CrimeType
08/23/2014,141612756,08/23/2014,1500,16,Foothill,1651,997,TRAFFIC DR #,IC,Invest Cont,              LAUREL CANYON,   OSBORNE,"(34.2469, -118.4195)",Abusement
08/23/2014,141612762,08/23/2014,300,16,Foothill,1681,997,TRAFFIC DR #,IC,Invest Cont,              WHITSETT                     AV,   ROSCOE                       BL,"(34.2197, -118.4053)",Criminal Threats
08/24/2014,141612767,08/23/2014,1430,16,Foothill,1657,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 7400         APPERSON                     ST,,"(34.256, -118.2932)",Battery
08/23/2014,141612770,08/23/2014,1600,16,Foothill,1636,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,10400         SUNLAND                      BL,,"(34.2598, -118.3281)",Vehicle Stolen
08/23/2014,141612775,08/23/2014,1030,16,Foothill,1651,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,13000         MONTAGUE                     ST,,"(34.2445, -118.4155)",Abusement
08/23/2014,141612777,08/23/2014,1345,16,Foothill,1617,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,10700         SHERMAN GROVE                AV,,"(34.2633, -118.3201)",Burglary
08/24/2014,141612789,08/23/2014,2300,16,Foothill,1617,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,10600         SHERMAN GROVE                AV,,"(34.2615, -118.3197)",Robbery
08/23/2014,141612793,08/23/2014,300,16,Foothill,1695,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other, 7700         VINELAND                     AV,,"(34.2103, -118.3703)",Abusement
08/23/2014,141612807,08/23/2014,1630,19,Mission,1967,997,TRAFFIC DR #,IC,Invest Cont,              WOODMAN                      AV,   NORDHOFF,"(34.2431, -118.4456)",Criminal Threats
08/24/2014,141701009,08/23/2014,1045,17,Devonshire,1757,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,10200         BALBOA                       BL,,"(34.2557, -118.5023)",Abusement
08/23/2014,141714068,08/23/2014,315,17,Devonshire,1753,997,TRAFFIC DR #,IC,Invest Cont,              MASON                        AV,   MAYALL                       ST,"(34.2518, -118.5798)",Burglary
08/23/2014,141714077,08/23/2014,115,17,Devonshire,1776,237,CHILD NEGLECT (SEE 300 W.I.C.),AO,Adult Other, 9100         BALBOA                       BL,,"(34.2358, -118.5025)",Vehicle Stolen
08/23/2014,141714089,08/23/2014,630,17,Devonshire,1776,997,TRAFFIC DR #,IC,Invest Cont,16900         TUPPER                       ST,,"(34.2394, -118.4999)",Abusement
08/23/2014,141714090,08/23/2014,1120,17,Devonshire,1794,997,TRAFFIC DR #,IC,Invest Cont,              PARTHENIA                    ST,   LINDLEY                      AV,"(34.2282, -118.5443)",Vehicle Stolen
08/23/2014,141714096,08/23/2014,1350,17,Devonshire,1795,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 8300         BALBOA                       BL,,"(34.2212, -118.5027)",Robbery
08/23/2014,141714099,08/23/2014,810,17,Devonshire,1751,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,              FARRALONE,   DEVONSHIRE                   ST,"(34.2572, -118.6104)",Vandalism
08/23/2014,141714102,08/23/2014,100,17,Devonshire,1791,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,21100         PARTHENIA                    ST,,"(34.2282, -118.593)",Burglary
08/23/2014,141714105,08/23/2014,1535,17,Devonshire,1722,997,TRAFFIC DR #,IC,Invest Cont,              DEVONSHIRE                   AV,   OWENSMOUTH                   ST,"(34.2572, -118.6115)",Battery
08/24/2014,141714107,08/23/2014,1305,17,Devonshire,1749,997,TRAFFIC DR #,IC,Invest Cont,              HASKELL,   SAN JOSE,"(34.261, -118.4761)",Vandalism
08/23/2014,141714108,08/23/2014,2000,17,Devonshire,1716,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,11600         BALBOA                       BL,,"(34.2811, -118.5021)",Burglary
08/23/2014,141714109,08/23/2014,1900,17,Devonshire,1764,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,19300         PLUMMER                      ST,,"(34.2428, -118.5536)",Robbery
08/23/2014,141714110,08/23/2014,1800,17,Devonshire,1796,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 9000         WHITAKER                     AV,,"(34.2339, -118.499)",Robbery
08/23/2014,141714111,08/23/2014,1300,17,Devonshire,1787,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AO,Adult Other,18000         RAYEN                        ST,,"(34.2319, -118.5256)",Battery
08/23/2014,141714112,08/23/2014,1250,17,Devonshire,1764,888,TRESPASSING,IC,Invest Cont, 9300         TAMPA                        AV,,"(34.234, -118.5536)",Traffic Dr
08/23/2014,141714114,08/23/2014,100,17,Devonshire,1737,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,10700         HAYVENHURST                  AV,,"(34.2647, -118.4935)",Robbery
08/23/2014,141714120,08/23/2014,130,17,Devonshire,1717,997,TRAFFIC DR #,IC,Invest Cont,              SAN FERNANDO MISSION         BL,   BALBOA                       BL,"(34.272, -118.4894)",Abusement
08/23/2014,141714122,08/23/2014,1530,17,Devonshire,1757,997,TRAFFIC DR #,IC,Invest Cont,16900         DEVONSHIRE                   ST,,"(34.2575, -118.5002)",Criminal Threats
08/23/2014,141714123,08/23/2014,505,17,Devonshire,1727,997,TRAFFIC DR #,IC,Invest Cont,              TAMPA                        AV,   TUNNEY                       AV,"(34.2724, -118.5562)",Battery
08/24/2014,141714131,08/23/2014,1500,17,Devonshire,1722,510,VEHICLE - STOLEN,IC,Invest Cont,10500         ANDORA                       AV,,"(34.2611, -118.6088)",Burglary
08/24/2014,141714133,08/23/2014,2030,17,Devonshire,1799,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 8300         HASKELL                      AV,,"(34.2214, -118.4765)",Criminal Threats
08/24/2014,141714144,08/23/2014,2300,17,Devonshire,1761,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 9700         CACTUS                       AV,,"(34.2479, -118.6213)",Traffic Dr
08/23/2014,141714146,08/23/2014,115,17,Devonshire,1776,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other, 9100         BALBOA                       BL,,"(34.2358, -118.5025)",Burglary
08/25/2014,141714165,08/23/2014,2330,17,Devonshire,1755,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,              LINDLEY                      AV,   DEVONSHIRE                   ST,"(34.2536, -118.5274)",Criminal Threats
08/23/2014,141801194,08/23/2014,430,18,Southeast,1837,310,BURGLARY,IC,Invest Cont, 1700      E  113TH,,"(33.9321, -118.2434)",Vandalism
08/23/2014,141815995,08/23/2014,25,18,Southeast,1844,997,TRAFFIC DR #,IC,Invest Cont,              111TH                        PL,   WADSWORTH,"(33.9339, -118.2684)",Burglary
08/23/2014,141816000,08/23/2014,500,18,Southeast,1824,220,ATTEMPTED ROBBERY,IC,Invest Cont,              98TH                         ST,   AVALON,"(33.9475, -118.2641)",Robbery
08/23/2014,141816001,08/23/2014,400,18,Southeast,1806,210,ROBBERY,IC,Invest Cont,              88TH,   AVALON,"(33.9565, -118.2651)",Vandalism
08/23/2014,141816008,08/23/2014,150,18,Southeast,1849,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,              114TH                        ST,   GRAPE                        ST,"(33.9315, -118.2377)",Vandalism
08/23/2014,141816009,08/23/2014,1300,18,Southeast,1863,510,VEHICLE - STOLEN,IC,Invest Cont,  600      E  116TH                        PL,,"(33.9283, -118.2652)",Criminal Threats
08/23/2014,141816010,08/23/2014,1400,18,Southeast,1842,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AA,Adult Arrest,  100      W  IMPERIAL                     HY,,"(33.931, -118.2739)",Vehicle Stolen
08/23/2014,141816011,08/23/2014,700,18,Southeast,1822,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,10400      S  FIGUEROA,,"(33.942, -118.2826)",Vandalism
08/23/2014,141816015,08/23/2014,1545,18,Southeast,1837,510,VEHICLE - STOLEN,IC,Invest Cont,              MAIE,   111TH,"(33.9339, -118.2443)",Robbery
08/23/2014,141816016,08/23/2014,1730,18,Southeast,1839,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AA,Adult Arrest,10700         WEIGAND                      AV,,"(33.9389, -118.2296)",Battery
08/23/2014,141816017,08/23/2014,1400,18,Southeast,1823,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,  300      E  99TH                         ST,,"(33.9465, -118.2695)",Vandalism
08/23/2014,141816018,08/23/2014,1800,18,Southeast,1844,310,BURGLARY,AA,Adult Arrest,  300      E  112TH                        ST,,"(33.933, -118.2695)",Criminal Threats
08/23/2014,141816019,08/23/2014,945,18,Southeast,1803,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,  200      E  MANCHESTER                   AV,,"(33.9601, -118.2717)",Traffic Dr
08/23/2014,141816020,08/23/2014,1530,18,Southeast,1844,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,AA,Adult Arrest,  600      E  111TH                        PL,,"(33.9339, -118.2652)",Robbery
08/23/2014,141816024,08/23/2014,1100,18,Southeast,1804,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  700         CALIBURN                     DR,,"(33.9573, -118.2629)",Vehicle Stolen
08/23/2014,141816027,08/23/2014,1120,18,Southeast,1846,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1200      E  115TH                        ST,,"(33.9303, -118.2532)",Battery
08/23/2014,141816031,08/23/2014,1420,18,Southeast,1842,761,BRANDISH WEAPON,AO,Adult Other,  100      E  109TH                        ST,,"(33.9374, -118.2739)",Vehicle Stolen
08/23/2014,141816034,08/23/2014,1920,18,Southeast,1806,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other, 9000         STANFORD                     AV,,"(33.9547, -118.263)",Robbery
08/23/2014,141816036,08/23/2014,1500,18,Southeast,1846,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1500      E  111TH                        ST,,"(33.9348, -118.2479)",Vandalism
08/23/2014,141816037,08/23/2014,2225,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other, 1600      E  92ND                         ST,,"(33.9533, -118.246)",Abusement
08/23/2014,141816038,08/23/2014,2225,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 1600      E  92ND                         ST,,"(33.9533, -118.246)",Criminal Threats
08/24/2014,141816040,08/23/2014,1800,18,Southeast,1832,510,VEHICLE - STOLEN,IC,Invest Cont,              107TH,   BROADWAY,"(33.9392, -118.2784)",Traffic Dr
08/24/2014,141816041,08/23/2014,1900,18,Southeast,1844,510,VEHICLE - STOLEN,IC,Invest Cont,  900      E  LANZIT                       AV,,"(33.9339, -118.2596)",Abusement
08/23/2014,141816044,08/23/2014,2230,18,Southeast,1824,210,ROBBERY,IC,Invest Cont,  900      E  COLDEN                       AV,,"(33.9493, -118.2586)",Traffic Dr
08/23/2014,141816045,08/23/2014,1730,18,Southeast,1863,210,ROBBERY,IC,Invest Cont,  400      E  IMPERIAL                     HY,,"(33.9311, -118.2664)",Traffic Dr
08/23/2014,141816046,08/23/2014,2330,18,Southeast,1824,310,BURGLARY,IC,Invest Cont, 1100      E  101ST                        ST,,"(33.9449, -118.2565)",Battery
08/24/2014,141816047,08/23/2014,2300,18,Southeast,1862,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  300      W  120TH                        ST,,"(33.9237, -118.2782)",Robbery
08/23/2014,141816048,08/23/2014,1800,18,Southeast,1804,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 8600      S  AVALON                       BL,,"(33.9602, -118.2651)",Abusement
08/24/2014,141816050,08/23/2014,2000,18,Southeast,1824,510,VEHICLE - STOLEN,IC,Invest Cont, 1100      E  CENTURY                      BL,,"(33.9457, -118.2565)",Traffic Dr
08/23/2014,141816053,08/23/2014,1500,18,Southeast,1801,441,THEFT PLAIN - ATTEMPT,IC,Invest Cont,  500      W  91ST                         ST,,"(33.9542, -118.2827)",Criminal Threats
08/24/2014,141816054,08/23/2014,2130,18,Southeast,1881,901,VIOLATION OF RESTRAINING ORDER,IC,Invest Cont,16300      S  ORCHARD                      AV,,"(33.8837, -118.2881)",Traffic Dr
08/24/2014,141816060,08/23/2014,2020,18,Southeast,1802,997,TRAFFIC DR #,IC,Invest Cont,              92ND                         ST,   BROADWAY,"(33.9528, -118.2818)",Traffic Dr
08/23/2014,141816063,08/23/2014,2045,18,Southeast,1838,997,TRAFFIC DR #,IC,Invest Cont,              107TH                        ST,   WILMINGTON                   AV,"(33.9389, -118.2388)",Robbery
08/24/2014,141816067,08/23/2014,1030,18,Southeast,1829,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,10000         GRAPE                        ST,,"(33.9457, -118.2367)",Burglary
08/24/2014,141816068,08/23/2014,1030,18,Southeast,1829,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,10000         GRAPE                        ST,,"(33.9457, -118.2367)",Vandalism
08/24/2014,141816070,08/23/2014,1700,18,Southeast,1849,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,10900         ANZAC                        AV,,"(33.9362, -118.2379)",Traffic Dr
08/24/2014,141816083,08/23/2014,1800,18,Southeast,1881,310,BURGLARY,IC,Invest Cont,  700      W  156TH                        ST,,"(33.8901, -118.2877)",Criminal Threats
08/25/2014,141816098,08/23/2014,1000,18,Southeast,1851,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,13400      S  FIGUEROA                     ST,,"(33.9102, -118.2827)",Robbery
08/25/2014,141816112,08/23/2014,2000,18,Southeast,1846,310,BURGLARY,IC,Invest Cont, 1500      E  111TH                        ST,,"(33.9348, -118.2479)",Battery
08/23/2014,141901026,08/23/2014,1430,19,Mission,1985,210,ROBBERY,IC,Invest Cont, 8400         VAN NUYS                     BL,,"(34.2232, -118.4488)",Battery
08/23/2014,141901027,08/23/2014,1120,19,Mission,1906,943,CRUELTY TO ANIMALS,AA,Adult Arrest,13600         ELDRIDGE                     AV,,"(34.3188, -118.4257)",Vehicle Stolen
08/25/2014,141901034,08/23/2014,2300,19,Mission,1959,310,BURGLARY,IC,Invest Cont,13800         PIERCE                       ST,,"(34.2534, -118.4323)",Vehicle Stolen
08/23/2014,141917660,08/23/2014,630,19,Mission,1994,997,TRAFFIC DR #,IC,Invest Cont,              ARMINTA                      ST,   WILLIS                       AV,"(34.2135, -118.6492)",Battery
08/23/2014,141917663,08/23/2014,1005,19,Mission,1958,210,ROBBERY,IC,Invest Cont, 9700         WOODMAN                      AV,,"(34.2467, -118.4479)",Burglary
08/23/2014,141917664,08/23/2014,815,19,Mission,1999,997,TRAFFIC DR #,IC,Invest Cont,              WOODMAN                      AV,   ROSCOE                       BL,"(34.2207, -118.4324)",Vandalism
08/23/2014,141917668,08/23/2014,700,19,Mission,1902,997,TRAFFIC DR #,IC,Invest Cont,              FOOTHILL                     BL,   BROMONT                      AV,"(34.3227, -118.4648)",Vandalism
08/23/2014,141917671,08/23/2014,1810,19,Mission,1974,997,TRAFFIC DR #,IC,Invest Cont,              VAN NUYS                     BL,   NORDHOFF                     ST,"(34.2325, -118.4503)",Abusement
03/02/2014,140706241,02/28/2014,2230,7,Wilshire,785,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 2100         WEST VIEW                    ST,,"(34.0376, -118.3453)",Traffic Dr
03/02/2014,140706242,02/28/2014,1945,7,Wilshire,774,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 1800      S  REDONDO                      BL,,"(34.0436, -118.3513)",Robbery
03/03/2014,140706271,02/28/2014,1400,7,Wilshire,705,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,  500      N  ALTA VISTA                   BL,,"(34.0803, -118.3474)",Burglary
03/03/2014,140706295,02/28/2014,1100,7,Wilshire,784,310,BURGLARY,IC,Invest Cont, 2300      S  ORANGE                       DR,,"(34.0368, -118.3513)",Robbery
03/03/2014,140706302,02/28/2014,130,7,Wilshire,787,210,ROBBERY,IC,Invest Cont,              CRENSHAW                     BL,   WASHINGTON                   BL,"(34.0357, -118.3334)",Burglary
03/03/2014,140706304,02/28/2014,1900,7,Wilshire,776,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4500         SATURN                       ST,,"(34.0425, -118.3362)",Battery
03/04/2014,140706340,02/28/2014,1155,7,Wilshire,726,956,"LETTERS, LEWD",AO,Adult Other,  100      N  FORMOSA                      AV,,"(34.0736, -118.3462)",Criminal Threats
03/04/2014,140706346,02/28/2014,1230,7,Wilshire,705,310,BURGLARY,IC,Invest Cont,  900      N  LA BREA                      AV,,"(34.0871, -118.3441)",Robbery
03/06/2014,140706419,02/28/2014,1200,7,Wilshire,758,210,ROBBERY,IC,Invest Cont, 1100      S  WINDSOR                      BL,,"(34.054, -118.3263)",Battery
03/12/2014,140706616,02/28/2014,1200,7,Wilshire,734,354,THEFT OF IDENTITY,IC,Invest Cont,  300         HAUSER                       BL,,"(34.0699, -118.3511)",Vandalism
03/13/2014,140706677,02/28/2014,2230,7,Wilshire,789,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,              WASHINGTON,   ARLINGTON,"(34.0399, -118.3177)",Traffic Dr
02/28/2014,140800666,02/28/2014,400,8,West LA,847,320,"BURGLARY, ATTEMPTED",IC,Invest Cont, 2200      S  BEVERLY GLEN                 BL,,"(34.0504, -118.4206)",Abusement
02/28/2014,140806135,02/28/2014,130,8,West LA,858,510,VEHICLE - STOLEN,IC,Invest Cont, 1400         LIVONIA                      AV,,"(34.0553, -118.3863)",Robbery
02/28/2014,140806141,02/28/2014,230,8,West LA,816,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  500         KELTON                       AV,,"(34.0683, -118.4536)",Battery
02/28/2014,140806160,02/28/2014,1230,8,West LA,823,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,14800      W  SUNSET                       BL,,"(34.0417, -118.5189)",Vehicle Stolen
02/28/2014,140806161,02/28/2014,855,8,West LA,858,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 1600      S  ROBERTSON                    BL,,"(34.0506, -118.3843)",Abusement
02/28/2014,140806164,02/28/2014,1500,8,West LA,819,997,TRAFFIC DR #,IC,Invest Cont,              BEVERLY GLEN                 BL,   WILSHIRE                     BL,"(34.0804, -118.4349)",Criminal Threats
02/28/2014,140806168,02/28/2014,1330,8,West LA,839,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,10200         SANTA MONICA                 BL,,"(34.0605, -118.4193)",Criminal Threats
02/28/2014,140806174,02/28/2014,1650,8,West LA,811,997,TRAFFIC DR #,IC,Invest Cont,              BIENVENEDA                   ST,   SUNSET                       BL,"(34.0604, -118.5436)",Battery
03/01/2014,140806180,02/28/2014,1830,8,West LA,835,997,TRAFFIC DR #,IC,Invest Cont,              SANTA MONICA                 BL,   WESTWOOD                     BL,"(34.0479, -118.4438)",Vandalism
02/28/2014,140806189,02/28/2014,1200,8,West LA,881,310,BURGLARY,IC,Invest Cont, 1900         GRANVILLE                    AV,,"(34.0374, -118.4535)",Criminal Threats
02/28/2014,140806190,02/28/2014,700,8,West LA,859,310,BURGLARY,IC,Invest Cont, 1600      S  GARTH                        AV,,"(34.0492, -118.3771)",Battery
02/28/2014,140806199,02/28/2014,1910,8,West LA,805,997,TRAFFIC DR #,IC,Invest Cont,              MULHOLLAND                   DR,   ROSCOMARE                    RD,"(34.1264, -118.4755)",Robbery
02/28/2014,140806200,02/28/2014,2120,8,West LA,884,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,10900      W  PICO                         BL,,"(34.0397, -118.4295)",Robbery
03/02/2014,140806210,02/28/2014,1050,8,West LA,896,997,TRAFFIC DR #,IC,Invest Cont,              NATIONAL                     BL,N  MANNING                      ST,"(34.03, -118.403)",Robbery
03/02/2014,140806216,02/28/2014,1500,8,West LA,859,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 1500      S  SHERBOURNE                   DR,,"(34.0514, -118.3799)",Battery
02/28/2014,140806245,02/28/2014,1730,8,West LA,889,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 1900      S  ROBERTSON                    BL,,"(34.0449, -118.3866)",Traffic Dr
03/03/2014,140806258,02/28/2014,1150,8,West LA,823,997,TRAFFIC DR #,IC,Invest Cont,              RADCLIFFE                    AV,   BOWDOIN                      ST,"(34.0444, -118.5303)",Robbery
03/01/2014,140806362,02/28/2014,1630,8,West LA,819,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET                       BL,   LADERA                       DR,"(34.0789, -118.4386)",Robbery
03/06/2014,140806363,02/28/2014,1630,8,West LA,819,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET                       BL,   LADERA                       DR,"(34.0789, -118.4386)",Criminal Threats
03/07/2014,140806414,02/28/2014,1130,8,West LA,832,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,11800         KIOWA                        AV,,"(34.0498, -118.4642)",Traffic Dr
03/07/2014,140806415,02/28/2014,1130,8,West LA,832,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,11800         KIOWA                        AV,,"(34.0498, -118.4642)",Vehicle Stolen
03/07/2014,140806416,02/28/2014,1300,8,West LA,806,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 1400         ROSCOMARE                    RD,,"(34.0946, -118.4633)",Battery
03/27/2014,140807131,02/28/2014,1500,8,West LA,805,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  800         LINDA FLORA                  DR,,"(34.0819, -118.4645)",Burglary
04/16/2014,140807902,02/28/2014,1200,8,West LA,859,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 8500         HORNER                       ST,,"(34.0499, -118.3761)",Abusement
02/28/2014,140900630,02/28/2014,2130,9,Van Nuys,926,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AA,Adult Arrest,14400         KITTRIDGE                    ST,,"(34.1907, -118.4465)",Traffic Dr
06/28/2014,140900906,02/28/2014,1200,9,Van Nuys,904,310,BURGLARY,IC,Invest Cont,15100         RAYMER                       ST,,"(34.2138, -118.4618)",Vehicle Stolen
02/28/2014,140906883,02/28/2014,800,9,Van Nuys,923,997,TRAFFIC DR #,IC,Invest Cont,              ARCHWOOD                     ST,   CEDROS                       AV,"(34.193, -118.4623)",Battery
02/28/2014,140906889,02/28/2014,1000,9,Van Nuys,904,997,TRAFFIC DR #,IC,Invest Cont,              VAN NUYS,   KESWICK,"(34.2103, -118.4488)",Burglary
02/28/2014,140906897,02/28/2014,1530,9,Van Nuys,985,997,TRAFFIC DR #,IC,Invest Cont,              MOORPARK                     ST,   TYRONE                       AV,"(34.1518, -118.4476)",Battery
02/28/2014,140906900,02/28/2014,1500,9,Van Nuys,957,997,TRAFFIC DR #,IC,Invest Cont,              WEDDINGTON                   ST,   MATILIJA                     AV,"(34.1667, -118.4378)",Vehicle Stolen
02/28/2014,140906903,02/28/2014,1500,9,Van Nuys,909,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              SHERMAN                      WY,   WOODMAN                      AV,"(34.2012, -118.4389)",Robbery
02/28/2014,140906908,02/28/2014,1855,9,Van Nuys,909,997,TRAFFIC DR #,IC,Invest Cont,              WOODMAN                      AV,   WOODMAN                      PL,"(34.2022, -118.4313)",Robbery
02/28/2014,140906909,02/28/2014,330,9,Van Nuys,901,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 7700         SEPULVEDA                    BL,,"(34.2103, -118.4662)",Abusement
02/28/2014,140906910,02/28/2014,1830,9,Van Nuys,926,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,14400         KITTRIDGE                    ST,,"(34.1907, -118.4465)",Robbery
02/28/2014,140906911,02/28/2014,1830,9,Van Nuys,926,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,14400         KITTRIDGE                    ST,,"(34.1907, -118.4465)",Robbery
02/28/2014,140906912,02/28/2014,1210,9,Van Nuys,964,997,TRAFFIC DR #,IC,Invest Cont,              RIVERSIDE                    DR,   HAZELTINE                    AV,"(34.1579, -118.4482)",Burglary
02/28/2014,140906914,02/28/2014,2030,9,Van Nuys,905,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 7300         VISTA DEL MONTE              AV,,"(34.203, -118.4501)",Vandalism
03/01/2014,140906915,02/28/2014,1740,9,Van Nuys,941,997,TRAFFIC DR #,IC,Invest Cont,              VAN NUYS                     BL,   CALIFA                       ST,"(34.174, -118.4488)",Battery
03/01/2014,140906916,02/28/2014,1900,9,Van Nuys,914,997,TRAFFIC DR #,IC,Invest Cont,              VANOWEN                      ST,   KESTER                       AV,"(34.1939, -118.4652)",Traffic Dr
02/28/2014,140906917,02/28/2014,2110,9,Van Nuys,971,997,TRAFFIC DR #,IC,Invest Cont,              VENTURA                      BL,   SEPULVEDA                    BL,"(34.1539, -118.4668)",Vandalism
03/01/2014,140906920,02/28/2014,2230,9,Van Nuys,938,510,VEHICLE - STOLEN,IC,Invest Cont,13300         OXNARD                       ST,,"(34.1794, -118.4225)",Robbery
03/01/2014,140906921,02/28/2014,1540,9,Van Nuys,919,510,VEHICLE - STOLEN,IC,Invest Cont,              VARNA                        AV,   VANOWEN                      ST,"(34.1977, -118.4259)",Burglary
03/01/2014,140906922,02/28/2014,1800,9,Van Nuys,974,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4700         WILLIS                       AV,,"(34.156, -118.4552)",Battery
02/28/2014,140906924,02/28/2014,1000,9,Van Nuys,998,330,BURGLARY FROM VEHICLE,IC,Invest Cont,13200         VENTURA                      BL,,"(34.1458, -118.4195)",Vandalism
03/01/2014,140906931,02/28/2014,1825,9,Van Nuys,966,997,TRAFFIC DR #,IC,Invest Cont,              RIVERSIDE                    DR,   WOODMAN                      AV,"(34.1576, -118.4306)",Vehicle Stolen
03/01/2014,140906934,02/28/2014,2330,9,Van Nuys,914,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 6900         VESPER                       AV,,"(34.1961, -118.4509)",Criminal Threats
02/28/2014,140906948,02/28/2014,1900,9,Van Nuys,969,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 5300         COLDWATER CANYON             AV,,"(34.1666, -118.4138)",Battery
02/28/2014,140906949,02/28/2014,630,9,Van Nuys,998,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4100         LONGRIDGE                    AV,,"(34.1436, -118.4212)",Robbery
